layer,rank,token_bucket,vision_request_id,text_request_id,vision_n,text_n,vision_g,text_g,vision_q,text_q,vision_ms,text_ms,relative_n_error,relative_latency_residual,absolute_latency_gap_ms,vision_histogram,text_histogram,vision_is_actual_critical,text_is_actual_critical
23,1,medium,grass,text_08_histology,596,613,29,29,32,30,0.4023360013961792,0.4004800021648407,0.02773246329526917,0.004634436729189284,0.001855999231338501,"[3, 8, 25, 16, 30, 22, 2, 2, 63, 1, 34, 0, 76, 5, 0, 17, 1, 3, 11, 42, 8, 12, 5, 11, 0, 70, 21, 26, 3, 3, 67, 9]","[1, 1, 45, 9, 3, 30, 2, 36, 0, 34, 56, 4, 35, 30, 1, 9, 5, 37, 41, 3, 3, 9, 6, 53, 6, 0, 26, 74, 1, 39, 0, 14]",False,False
23,1,medium,histology,text_09_grass,620,610,28,28,31,30,0.4086720049381256,0.4052160084247589,0.016129032258064516,0.008528775866485594,0.0034559965133666992,"[33, 0, 72, 47, 37, 2, 2, 3, 131, 0, 32, 0, 17, 12, 0, 3, 9, 3, 11, 36, 8, 7, 3, 17, 1, 62, 11, 5, 2, 3, 42, 9]","[1, 1, 50, 19, 1, 21, 2, 75, 0, 19, 61, 3, 38, 24, 2, 8, 2, 33, 26, 1, 4, 11, 0, 56, 6, 0, 23, 72, 1, 36, 0, 14]",False,True
23,1,small,coffee,text_06_moon,563,571,28,28,29,29,0.4041279852390289,0.4131200015544891,0.014010507880910683,-0.021766112223143397,-0.008992016315460205,"[48, 0, 36, 37, 53, 13, 6, 2, 4, 55, 40, 0, 25, 5, 15, 4, 11, 4, 4, 40, 12, 12, 0, 11, 0, 75, 4, 1, 3, 3, 29, 11]","[1, 0, 67, 4, 4, 24, 2, 48, 0, 21, 47, 3, 0, 32, 1, 6, 11, 33, 30, 6, 8, 28, 8, 47, 13, 1, 11, 61, 3, 36, 0, 15]",False,True
23,1,small,color_wheel,text_02_cat,309,322,27,27,27,27,0.3972159922122955,0.3914560079574585,0.040372670807453416,0.014714256871139808,0.005759984254836981,"[6, 0, 19, 40, 21, 6, 2, 6, 7, 6, 16, 1, 16, 0, 0, 7, 8, 2, 3, 34, 3, 2, 23, 6, 0, 46, 0, 1, 3, 3, 13, 9]","[1, 0, 52, 3, 1, 10, 1, 17, 0, 10, 27, 4, 2, 18, 5, 6, 1, 21, 28, 1, 4, 1, 1, 28, 1, 0, 9, 41, 0, 24, 0, 5]",False,False
23,3,large,tui_log,text_18_tui_main,1809,1846,31,31,38,36,0.4752959907054901,0.4650880098342895,0.020043336944745395,0.021948492877375436,0.010207980871200617,"[118, 10, 17, 261, 16, 4, 19, 251, 20, 0, 193, 15, 33, 12, 6, 27, 157, 12, 18, 4, 58, 23, 2, 155, 43, 135, 15, 3, 5, 84, 85, 8]","[181, 116, 52, 209, 65, 1, 12, 91, 12, 10, 74, 1, 11, 13, 5, 35, 1, 0, 40, 109, 91, 20, 3, 33, 68, 14, 137, 7, 6, 90, 331, 8]",False,False
24,0,medium,cell,text_11_logo,647,629,30,30,31,31,0.411871999502182,0.4134080111980438,0.027820710973724884,-0.0037154860434622794,-0.0015360116958618164,"[17, 15, 17, 26, 4, 42, 19, 19, 19, 24, 55, 7, 11, 43, 22, 3, 5, 7, 13, 9, 74, 5, 57, 0, 6, 17, 27, 16, 53, 8, 7, 0]","[46, 17, 14, 2, 8, 14, 11, 14, 7, 27, 1, 1, 17, 0, 23, 34, 20, 63, 1, 0, 2, 8, 107, 3, 22, 33, 20, 1, 5, 63, 8, 37]",False,True
24,1,small,coffee,text_07_camera,483,465,30,30,31,31,0.404448002576828,0.4025599956512451,0.037267080745341616,0.0046900013562662934,0.0018880069255828857,"[7, 37, 6, 0, 8, 8, 17, 0, 6, 49, 16, 8, 107, 8, 27, 8, 31, 16, 2, 8, 2, 3, 9, 21, 15, 17, 13, 5, 15, 1, 10, 3]","[8, 13, 0, 65, 46, 13, 19, 2, 0, 18, 4, 43, 1, 1, 2, 6, 2, 17, 19, 15, 12, 17, 6, 16, 21, 1, 38, 4, 6, 9, 2, 39]",True,False
25,1,large,tui_log,text_22_retina,3927,3981,32,32,52,52,0.5050560235977173,0.5318719744682312,0.013564431047475508,-0.05041805576863623,-0.026815950870513916,"[36, 126, 25, 13, 101, 8, 7, 311, 13, 46, 61, 10, 24, 324, 137, 466, 317, 159, 71, 13, 171, 4, 201, 8, 1, 16, 97, 15, 87, 765, 136, 158]","[70, 45, 2, 2, 127, 2, 179, 41, 100, 119, 220, 6, 149, 652, 16, 350, 264, 127, 5, 24, 16, 2, 34, 111, 29, 399, 209, 1, 48, 217, 271, 144]",True,False
25,2,large,tui_log,text_21_fast_gptq,2416,2332,30,30,38,39,0.4776319861412048,0.4803520143032074,0.0347682119205298,-0.005662572615518724,-0.002720028162002619,"[0, 3, 30, 74, 20, 13, 600, 1, 8, 45, 6, 31, 9, 38, 120, 38, 74, 133, 55, 80, 19, 30, 19, 16, 72, 83, 377, 0, 208, 54, 87, 73]","[0, 89, 11, 78, 1, 0, 506, 1, 5, 19, 16, 10, 124, 422, 104, 62, 142, 16, 279, 124, 18, 1, 8, 26, 12, 1, 51, 5, 114, 21, 1, 65]",False,False
26,0,large,retina,text_19_tui_log,3846,3876,32,32,50,50,0.5164480209350586,0.4982399940490722,0.007739938080495356,0.03654469152107653,0.018208026885986384,"[134, 39, 314, 28, 7, 181, 213, 35, 307, 13, 110, 15, 429, 96, 7, 45, 252, 29, 55, 59, 90, 113, 139, 6, 129, 311, 132, 103, 158, 126, 142, 29]","[512, 253, 16, 189, 264, 48, 11, 165, 8, 6, 94, 3, 85, 15, 122, 58, 55, 135, 93, 15, 128, 244, 37, 6, 22, 200, 75, 22, 34, 29, 919, 13]",False,True
26,0,medium,cell,text_08_histology,853,833,31,31,35,37,0.4317440092563629,0.42671999335289,0.023446658851113716,0.01177356576146682,0.0050240159034729,"[134, 3, 32, 26, 5, 16, 30, 11, 41, 4, 20, 0, 37, 28, 4, 7, 34, 11, 3, 7, 19, 37, 45, 1, 27, 111, 15, 46, 11, 14, 69, 5]","[186, 17, 2, 34, 16, 6, 8, 46, 8, 1, 15, 1, 1, 1, 2, 26, 13, 33, 22, 1, 30, 4, 11, 0, 5, 68, 30, 1, 19, 7, 208, 11]",False,True
27,0,large,model_card,text_18_tui_main,1650,1672,31,31,34,35,0.4484800100326538,0.4644480049610138,0.013157894736842105,-0.034380586756315945,-0.015967994928359985,"[50, 42, 33, 114, 23, 48, 24, 290, 72, 0, 70, 28, 10, 18, 63, 7, 147, 69, 44, 45, 72, 42, 52, 60, 11, 58, 67, 33, 25, 23, 5, 5]","[110, 9, 39, 60, 47, 55, 3, 3, 36, 1, 20, 16, 9, 8, 2, 8, 70, 19, 83, 39, 102, 11, 2, 67, 4, 106, 15, 8, 173, 295, 252, 0]",False,False
27,1,medium,cell,text_09_grass,739,750,30,30,32,34,0.4123519957065582,0.4214720129966736,0.014666666666666666,-0.02163848846159888,-0.009120017290115356,"[7, 22, 16, 3, 11, 19, 4, 12, 50, 4, 77, 31, 29, 4, 26, 0, 5, 19, 59, 7, 11, 17, 5, 40, 40, 124, 49, 8, 0, 18, 15, 7]","[10, 4, 15, 18, 18, 83, 8, 4, 0, 3, 64, 59, 1, 8, 112, 19, 73, 13, 1, 12, 22, 40, 4, 2, 8, 5, 116, 8, 9, 0, 10, 1]",False,True
27,1,medium,grass,text_11_logo,533,528,30,30,30,32,0.4117439985275268,0.4098879992961883,0.009380863039399626,0.004528064335929338,0.001855999231338501,"[2, 13, 3, 7, 9, 24, 1, 0, 6, 4, 49, 33, 49, 2, 17, 0, 2, 13, 34, 29, 8, 19, 24, 38, 56, 45, 4, 5, 9, 6, 11, 11]","[15, 4, 6, 64, 1, 38, 1, 2, 4, 4, 8, 9, 1, 8, 62, 0, 68, 19, 0, 7, 27, 2, 12, 7, 13, 3, 119, 5, 13, 3, 2, 1]",False,False
27,2,large,retina,text_18_tui_main,3060,3121,31,31,42,44,0.4969919919967651,0.4786239862442016,0.019545017622556872,0.03837669293739032,0.018368005752563477,"[53, 180, 43, 177, 8, 128, 122, 87, 79, 4, 113, 68, 90, 164, 0, 148, 27, 1, 6, 45, 278, 83, 56, 220, 50, 70, 57, 23, 39, 16, 301, 324]","[18, 52, 498, 0, 2, 104, 92, 378, 91, 8, 19, 43, 351, 73, 145, 17, 151, 9, 42, 66, 41, 135, 75, 63, 25, 200, 4, 3, 2, 314, 37, 63]",False,False
27,2,large,tui_model_selection,text_19_tui_log,2910,2867,31,31,43,42,0.4767679870128631,0.4734399914741516,0.014776632302405498,0.007029392528394407,0.0033279955387114923,"[37, 128, 679, 25, 0, 4, 22, 29, 25, 22, 165, 45, 58, 36, 55, 87, 239, 220, 33, 60, 29, 28, 34, 40, 28, 84, 22, 4, 74, 576, 17, 5]","[7, 67, 205, 1, 0, 169, 79, 712, 70, 7, 17, 21, 436, 80, 161, 22, 90, 49, 10, 36, 42, 121, 69, 54, 32, 72, 7, 2, 16, 122, 29, 62]",False,False
28,0,large,tui_main,text_18_tui_main,1569,1522,32,32,35,36,0.4578239917755127,0.4581759870052337,0.02995538559592097,-0.0007682533343175146,-0.0003519952297210138,"[26, 17, 39, 36, 61, 102, 144, 40, 20, 3, 27, 31, 43, 83, 4, 17, 1, 32, 10, 38, 24, 98, 14, 147, 33, 4, 18, 78, 73, 47, 4, 255]","[297, 18, 2, 2, 32, 27, 43, 34, 128, 33, 29, 19, 29, 265, 28, 16, 8, 6, 12, 98, 21, 69, 17, 72, 65, 1, 9, 28, 51, 24, 19, 20]",False,False
28,0,large,tui_model_selection,text_19_tui_log,1569,1613,31,31,34,36,0.4619840085506439,0.4588159918785095,0.02727836329820211,0.006904765152504266,0.0031680166721343994,"[21, 14, 45, 38, 56, 98, 152, 42, 14, 2, 28, 29, 38, 85, 9, 12, 0, 34, 9, 26, 25, 115, 13, 142, 37, 6, 21, 90, 74, 46, 4, 244]","[332, 5, 6, 2, 21, 29, 54, 47, 108, 20, 11, 22, 39, 268, 34, 18, 11, 7, 7, 180, 26, 17, 86, 94, 36, 0, 7, 12, 31, 37, 20, 26]",False,False
29,1,large,tui_log,text_21_fast_gptq,2008,1967,31,31,34,36,0.4662399888038635,0.4688319861888885,0.02041832669322709,-0.005528627443053047,-0.002591997385024969,"[34, 4, 126, 5, 284, 52, 188, 45, 12, 106, 25, 82, 19, 52, 84, 1, 28, 83, 94, 38, 86, 51, 94, 37, 20, 64, 104, 47, 2, 93, 0, 48]","[18, 5, 90, 31, 580, 13, 6, 77, 1, 52, 144, 7, 74, 105, 65, 17, 16, 45, 74, 5, 24, 78, 85, 67, 0, 85, 69, 31, 1, 58, 20, 24]",False,False
29,3,large,deep_field,text_18_tui_main,2008,2022,32,32,38,39,0.4634880125522613,0.4814079999923706,0.006923837784371909,-0.0372241164259699,-0.01791998744010931,"[12, 25, 110, 45, 14, 13, 30, 120, 4, 35, 43, 43, 164, 183, 58, 77, 4, 1, 2, 26, 19, 161, 39, 83, 6, 150, 50, 63, 29, 43, 224, 132]","[34, 35, 52, 49, 70, 21, 2, 83, 1, 93, 13, 1, 80, 10, 59, 8, 3, 692, 17, 26, 129, 42, 127, 9, 1, 2, 235, 35, 7, 6, 79, 1]",False,False
30,3,large,tui_model_selection,text_18_tui_main,1914,1964,30,30,37,38,0.467519998550415,0.4639680087566376,0.025458248472505093,0.007655678250955589,0.0035519897937774103,"[5, 7, 136, 20, 1, 0, 358, 162, 28, 96, 79, 151, 26, 0, 10, 86, 8, 123, 8, 13, 16, 15, 21, 28, 28, 32, 334, 11, 10, 30, 64, 8]","[23, 4, 5, 21, 46, 4, 608, 78, 33, 158, 0, 9, 6, 0, 14, 73, 67, 22, 5, 134, 27, 41, 298, 15, 20, 2, 52, 61, 17, 6, 102, 13]",False,False
31,0,large,tui_log,text_18_tui_main,2967,2957,31,31,44,45,0.4648000001907348,0.4861119985580444,0.003370407819346141,-0.043841745175036695,-0.02131199836730957,"[281, 10, 44, 81, 19, 10, 355, 230, 132, 300, 16, 18, 4, 3, 103, 73, 46, 0, 47, 54, 4, 3, 1, 154, 65, 13, 5, 70, 638, 94, 40, 54]","[149, 3, 25, 27, 14, 14, 117, 89, 128, 257, 47, 6, 4, 4, 12, 3, 119, 0, 20, 235, 1, 2, 1, 66, 2, 32, 7, 245, 936, 130, 82, 180]",False,True
31,0,medium,motorcycle,text_11_logo,774,759,29,29,32,33,0.4078080058097839,0.4078400135040283,0.01937984496124031,-7.848100525853496e-05,-3.200769424444028e-05,"[27, 5, 17, 30, 1, 1, 3, 110, 64, 7, 11, 60, 4, 46, 0, 5, 32, 79, 52, 66, 0, 10, 21, 30, 17, 15, 0, 13, 25, 14, 7, 2]","[9, 2, 7, 62, 6, 2, 49, 25, 22, 55, 1, 1, 0, 3, 1, 2, 34, 0, 3, 40, 1, 5, 0, 1, 3, 14, 23, 31, 255, 28, 1, 73]",False,True
31,0,small,color_wheel,text_00_coins,308,324,27,27,27,28,0.4011520147323608,0.4086079895496368,0.04938271604938271,-0.018247256558771352,-0.007455974817276001,"[18, 7, 3, 13, 8, 2, 6, 19, 11, 17, 9, 3, 11, 1, 45, 0, 7, 10, 17, 9, 0, 0, 7, 30, 0, 17, 0, 6, 10, 15, 4, 3]","[17, 1, 1, 26, 4, 1, 23, 7, 8, 16, 1, 0, 0, 7, 1, 13, 12, 0, 1, 4, 1, 4, 0, 5, 2, 32, 1, 13, 69, 26, 0, 28]",False,True
31,3,large,tui_log,text_18_tui_main,2861,2955,31,31,44,44,0.4857920110225677,0.4785600006580353,0.031810490693739424,0.015112024311660255,0.007232010364532415,"[84, 39, 9, 5, 33, 99, 21, 29, 75, 766, 10, 61, 14, 28, 5, 2, 144, 97, 199, 46, 1, 396, 146, 23, 364, 0, 69, 26, 12, 13, 23, 22]","[33, 174, 5, 7, 72, 77, 5, 334, 34, 276, 19, 229, 36, 11, 12, 37, 128, 6, 39, 11, 1, 526, 250, 11, 372, 5, 0, 56, 55, 30, 16, 88]",True,False
32,3,small,coins,text_01_clock_motion,253,259,25,25,25,25,0.4000000059604645,0.398496001958847,0.023166023166023165,0.003774200981250475,0.0015040040016174872,"[10, 4, 11, 0, 5, 6, 10, 0, 0, 1, 0, 8, 13, 2, 0, 5, 7, 1, 27, 2, 14, 3, 4, 25, 0, 3, 0, 18, 3, 25, 8, 38]","[18, 61, 10, 14, 1, 26, 13, 4, 0, 0, 1, 0, 0, 4, 0, 20, 0, 9, 1, 1, 14, 6, 1, 1, 1, 14, 5, 19, 5, 0, 9, 1]",False,False
33,3,large,tui_log,text_18_tui_main,2173,2115,30,30,37,37,0.4740799963474273,0.4746240079402923,0.026691210308329497,-0.0011461948484776663,-0.0005440115928649902,"[34, 12, 90, 0, 75, 12, 109, 7, 23, 40, 281, 36, 134, 4, 79, 72, 39, 6, 116, 42, 7, 39, 9, 48, 17, 357, 198, 0, 20, 162, 102, 3]","[114, 28, 126, 4, 319, 17, 162, 6, 30, 35, 231, 41, 2, 3, 120, 145, 108, 2, 60, 16, 150, 3, 35, 0, 1, 98, 85, 0, 6, 140, 1, 27]",False,True
34,0,small,cat,text_01_clock_motion,312,312,28,28,28,28,0.3944000005722046,0.3936960101127624,0.0,0.0017881574650466803,0.0007039904594421942,"[16, 23, 16, 35, 2, 2, 2, 7, 12, 2, 21, 35, 6, 3, 4, 11, 2, 2, 0, 2, 5, 4, 28, 1, 15, 0, 17, 0, 12, 11, 16, 0]","[17, 4, 10, 4, 2, 21, 3, 4, 1, 15, 1, 0, 2, 10, 2, 1, 13, 32, 13, 7, 35, 54, 1, 10, 0, 0, 34, 1, 2, 8, 5, 0]",False,False
34,1,large,fast_gptq,text_22_retina,3719,3824,32,32,48,50,0.5040959715843201,0.5276479721069336,0.0274581589958159,-0.04463582116798215,-0.023552000522613525,"[51, 322, 44, 62, 300, 266, 23, 22, 49, 140, 39, 211, 74, 668, 49, 169, 79, 22, 4, 66, 10, 36, 139, 128, 104, 185, 90, 81, 79, 83, 105, 19]","[2, 286, 8, 26, 124, 245, 7, 346, 209, 379, 7, 349, 3, 222, 85, 62, 3, 54, 21, 1, 13, 2, 3, 294, 193, 132, 172, 116, 4, 176, 96, 184]",True,False
34,2,large,tui_log,text_18_tui_main,2014,1932,31,31,37,37,0.4757440090179443,0.4685440063476562,0.0407149950347567,0.015366758666731872,0.007200002670288086,"[1, 82, 40, 17, 219, 24, 125, 504, 130, 70, 55, 61, 0, 17, 131, 40, 12, 34, 37, 2, 84, 9, 18, 20, 23, 19, 71, 29, 49, 2, 82, 7]","[6, 40, 11, 7, 49, 313, 57, 236, 15, 122, 23, 42, 6, 7, 92, 0, 21, 33, 157, 37, 10, 14, 38, 186, 59, 3, 135, 40, 9, 34, 60, 70]",False,False
34,3,large,method,text_22_retina,4372,4175,32,32,52,52,0.5648639798164368,0.5443519949913025,0.04505946935041171,0.03768147267552857,0.020511984825134277,"[12, 261, 52, 224, 254, 100, 32, 133, 111, 161, 110, 20, 15, 355, 137, 488, 22, 131, 48, 9, 45, 75, 81, 15, 108, 100, 217, 41, 331, 66, 29, 589]","[2, 42, 151, 379, 143, 190, 3, 142, 129, 214, 100, 187, 128, 124, 241, 213, 15, 170, 23, 5, 8, 5, 21, 394, 124, 8, 13, 116, 545, 91, 53, 196]",True,True
35,0,small,moon,text_07_camera,566,594,30,30,31,31,0.4095680117607116,0.4079680144786834,0.04713804713804714,0.003921869424182045,0.0015999972820281982,"[7, 17, 2, 24, 103, 30, 31, 15, 26, 0, 15, 4, 12, 6, 43, 25, 10, 38, 2, 15, 7, 24, 7, 9, 10, 1, 17, 36, 10, 18, 0, 2]","[22, 45, 2, 28, 25, 6, 2, 17, 20, 17, 3, 1, 0, 6, 21, 4, 11, 2, 63, 1, 1, 39, 4, 26, 23, 60, 22, 5, 7, 33, 78, 0]",False,False
35,1,large,deep_field,text_17_deep_field,1652,1627,30,30,34,32,0.4429120123386383,0.442656010389328,0.01513317191283293,0.0005783315787017962,0.00025600194931030273,"[28, 133, 95, 49, 41, 83, 8, 28, 217, 6, 3, 6, 141, 1, 0, 10, 102, 32, 23, 176, 48, 93, 8, 4, 0, 57, 10, 40, 14, 53, 127, 16]","[2, 13, 79, 9, 10, 49, 2, 64, 0, 12, 117, 25, 0, 108, 60, 71, 19, 103, 101, 3, 37, 67, 35, 132, 63, 1, 35, 249, 18, 110, 5, 28]",False,False
35,3,small,phantom,text_07_camera,404,410,28,28,28,29,0.4040639996528625,0.4105280041694641,0.014634146341463415,-0.01574558727041997,-0.006464004516601618,"[20, 5, 0, 5, 29, 21, 8, 6, 40, 0, 49, 14, 23, 7, 28, 0, 20, 10, 21, 0, 8, 19, 16, 5, 6, 1, 1, 8, 2, 10, 7, 15]","[28, 16, 16, 48, 6, 1, 7, 89, 8, 2, 11, 2, 4, 8, 3, 8, 0, 3, 18, 10, 34, 4, 0, 0, 16, 8, 14, 17, 2, 25, 2, 0]",False,True
36,0,small,coffee,text_07_camera,467,449,30,30,30,31,0.4047999978065491,0.4100799858570099,0.03854389721627409,-0.012875507785210183,-0.005279988050460815,"[4, 3, 2, 56, 9, 31, 19, 2, 36, 6, 56, 18, 9, 25, 17, 13, 0, 17, 7, 22, 22, 20, 3, 3, 8, 11, 7, 3, 32, 0, 5, 1]","[19, 6, 18, 3, 14, 1, 2, 12, 27, 4, 1, 2, 13, 0, 12, 18, 2, 26, 0, 2, 8, 43, 4, 37, 36, 22, 11, 4, 2, 69, 7, 24]",False,False
36,2,large,deep_field,text_17_deep_field,1545,1589,31,31,34,32,0.4528959989547729,0.4518719911575317,0.027690371302706105,0.0022661457609223223,0.001024007797241211,"[3, 45, 58, 151, 17, 12, 38, 3, 41, 98, 67, 2, 20, 88, 151, 79, 0, 76, 24, 32, 22, 49, 88, 3, 91, 4, 8, 24, 53, 8, 129, 61]","[116, 104, 43, 85, 100, 37, 2, 14, 1, 209, 70, 23, 51, 2, 8, 82, 89, 87, 66, 16, 3, 15, 62, 3, 0, 12, 6, 4, 69, 1, 101, 108]",False,False
37,0,small,coins,text_02_cat,289,278,29,29,29,29,0.3975679874420166,0.4018239974975586,0.03806228373702422,-0.010591726930315626,-0.004256010055541992,"[14, 22, 4, 10, 16, 3, 9, 31, 9, 4, 3, 12, 5, 7, 14, 3, 2, 0, 0, 16, 27, 0, 7, 12, 2, 14, 28, 1, 2, 3, 2, 7]","[12, 3, 3, 2, 22, 55, 9, 4, 6, 0, 0, 7, 16, 1, 2, 15, 6, 0, 9, 16, 11, 5, 2, 5, 10, 6, 23, 14, 9, 3, 1, 1]",False,True
37,0,small,phantom,text_05_coffee,453,447,30,30,30,31,0.3916800022125244,0.4232000112533569,0.013245033112582781,-0.0744801706112489,-0.031520009040832464,"[18, 62, 12, 21, 9, 10, 3, 39, 1, 15, 16, 14, 49, 10, 24, 6, 2, 0, 8, 16, 31, 3, 4, 11, 3, 6, 14, 16, 2, 4, 0, 24]","[21, 5, 6, 2, 31, 97, 16, 7, 21, 2, 2, 2, 18, 6, 2, 21, 11, 0, 26, 19, 12, 9, 0, 10, 19, 8, 31, 11, 21, 8, 1, 2]",False,True
37,3,large,method,text_22_retina,4455,4543,31,31,53,53,0.5724160075187683,0.5375360250473022,0.01937046004842615,0.06488864159085272,0.034879982471466064,"[147, 131, 15, 14, 138, 0, 358, 115, 292, 115, 38, 44, 29, 23, 72, 39, 101, 147, 279, 175, 10, 58, 169, 244, 251, 181, 46, 23, 379, 240, 17, 565]","[5, 28, 131, 223, 7, 2, 242, 96, 124, 0, 36, 166, 11, 168, 34, 7, 245, 206, 14, 245, 5, 224, 207, 76, 427, 120, 14, 227, 181, 469, 2, 601]",True,True
38,0,large,deep_field,text_17_deep_field,1661,1619,32,32,34,34,0.4472000002861023,0.4451520144939422,0.025285972305839857,0.004600643657624026,0.0020479857921600897,"[173, 5, 63, 106, 116, 22, 140, 54, 22, 5, 57, 22, 16, 15, 6, 25, 41, 80, 56, 70, 80, 51, 60, 17, 49, 77, 15, 55, 19, 69, 59, 16]","[52, 167, 11, 13, 81, 17, 5, 100, 58, 1, 95, 16, 26, 1, 14, 106, 99, 84, 117, 2, 67, 51, 43, 3, 22, 55, 139, 13, 60, 22, 52, 27]",False,False
38,0,large,retina,text_19_tui_log,3311,3190,32,32,44,46,0.4866879880428314,0.4810880124568939,0.036544850498338874,0.011640230978399835,0.0055999755859375,"[64, 20, 237, 37, 14, 46, 242, 130, 171, 1, 256, 136, 77, 10, 10, 41, 138, 138, 122, 138, 97, 113, 90, 74, 77, 196, 65, 117, 25, 181, 196, 52]","[259, 320, 10, 101, 327, 48, 9, 41, 26, 2, 115, 15, 283, 21, 29, 56, 111, 117, 140, 8, 72, 259, 47, 2, 35, 95, 94, 28, 45, 71, 388, 16]",False,True
38,0,medium,histology,text_11_logo,581,568,29,29,30,30,0.4115520119667053,0.4055359959602356,0.022375215146299483,0.014834727536885861,0.0060160160064697266,"[31, 10, 37, 5, 5, 13, 24, 17, 4, 0, 9, 1, 5, 11, 0, 9, 18, 11, 6, 32, 13, 13, 36, 0, 13, 62, 3, 24, 2, 52, 106, 9]","[68, 33, 4, 4, 32, 13, 8, 39, 16, 38, 17, 4, 7, 0, 2, 35, 0, 29, 34, 3, 21, 11, 6, 0, 13, 7, 43, 4, 4, 3, 39, 31]",False,False
38,3,large,deep_field,text_16_model_card,1714,1749,31,31,35,34,0.4539200067520141,0.452127993106842,0.020011435105774727,0.003963509608989613,0.0017920136451721191,"[31, 31, 4, 154, 144, 40, 32, 8, 52, 27, 74, 135, 8, 7, 2, 28, 2, 111, 3, 3, 147, 27, 25, 1, 71, 44, 115, 98, 61, 120, 0, 109]","[92, 0, 49, 1, 78, 33, 65, 4, 16, 34, 37, 79, 38, 6, 4, 43, 462, 3, 2, 8, 4, 19, 124, 106, 46, 10, 67, 100, 114, 37, 58, 10]",False,True
39,1,medium,brick,text_08_histology,649,631,30,30,31,32,0.4072000086307525,0.4056960046291351,0.02773497688751926,0.0037072191602978144,0.0015040040016174316,"[3, 36, 8, 0, 8, 13, 38, 44, 8, 11, 46, 25, 11, 0, 28, 3, 24, 22, 27, 37, 4, 25, 7, 37, 11, 67, 4, 19, 7, 37, 27, 12]","[4, 10, 11, 10, 10, 42, 6, 3, 1, 6, 25, 21, 0, 16, 92, 17, 108, 28, 1, 16, 23, 30, 47, 0, 7, 2, 58, 10, 18, 1, 6, 2]",False,True
39,2,large,method,text_23_method,4553,4669,32,32,55,57,0.5693759918212891,0.565343976020813,0.024844720496894408,0.0071319691577074185,0.004032015800476074,"[47, 261, 93, 96, 23, 33, 71, 77, 57, 17, 171, 386, 297, 339, 159, 67, 326, 296, 16, 131, 118, 27, 91, 406, 140, 175, 175, 74, 91, 207, 83, 3]","[34, 83, 694, 3, 24, 105, 151, 255, 102, 6, 116, 123, 747, 143, 263, 16, 315, 5, 1, 140, 15, 176, 81, 203, 38, 174, 57, 7, 7, 533, 3, 49]",False,False
39,2,large,tui_log,text_18_tui_main,2816,2684,31,31,43,43,0.472896009683609,0.4713920056819916,0.046875,0.0031905589901584097,0.0015040040016174316,"[48, 118, 680, 48, 5, 50, 42, 4, 43, 10, 143, 120, 89, 58, 30, 59, 208, 82, 1, 186, 21, 8, 20, 59, 43, 29, 29, 10, 41, 524, 8, 0]","[29, 24, 520, 0, 3, 46, 64, 231, 53, 17, 9, 62, 178, 48, 110, 10, 193, 28, 5, 130, 11, 118, 30, 99, 29, 146, 20, 12, 1, 402, 29, 27]",False,False
41,0,large,method,text_22_retina,3882,3949,30,30,50,50,0.5376960039138794,0.521344006061554,0.016966320587490504,0.0313650826751708,0.01635199785232544,"[33, 84, 35, 34, 2, 131, 167, 18, 279, 17, 194, 268, 10, 141, 106, 56, 78, 16, 181, 18, 25, 61, 205, 572, 0, 125, 334, 0, 158, 131, 311, 92]","[255, 77, 255, 25, 2, 346, 10, 245, 2, 23, 5, 294, 9, 23, 121, 158, 492, 25, 102, 139, 219, 155, 9, 587, 0, 7, 312, 0, 1, 2, 40, 9]",False,False
41,1,large,fast_gptq,text_19_tui_log,2926,2946,32,32,43,42,0.4828479886054992,0.4771519899368286,0.006788866259334691,0.011937493270068211,0.005695998668670599,"[98, 52, 263, 32, 57, 75, 73, 50, 14, 51, 9, 76, 43, 41, 143, 21, 155, 71, 66, 25, 286, 208, 154, 15, 75, 72, 140, 229, 71, 196, 28, 37]","[17, 25, 93, 116, 197, 102, 17, 66, 7, 93, 161, 5, 393, 43, 83, 6, 68, 61, 298, 11, 40, 89, 99, 243, 3, 361, 11, 49, 6, 50, 13, 120]",False,False
41,3,large,deep_field,text_18_tui_main,1528,1585,29,29,31,33,0.4477440118789673,0.4563519954681396,0.03596214511041009,-0.0188625965803918,-0.008607983589172308,"[3, 30, 64, 5, 33, 0, 56, 89, 1, 29, 68, 0, 64, 159, 78, 27, 6, 25, 1, 56, 18, 30, 74, 187, 23, 18, 93, 67, 47, 0, 102, 75]","[17, 42, 83, 104, 19, 0, 2, 37, 4, 78, 12, 0, 92, 2, 169, 9, 13, 464, 20, 72, 16, 31, 27, 34, 19, 1, 57, 19, 33, 0, 99, 10]",False,False
42,0,large,method,text_23_method,5013,4939,29,29,55,56,0.5640640258789062,0.5505599975585938,0.01476161978854977,0.024527805107880774,0.0135040283203125,"[18, 296, 187, 103, 191, 101, 96, 217, 351, 350, 46, 0, 123, 0, 140, 196, 17, 287, 52, 32, 79, 257, 9, 21, 175, 217, 0, 169, 202, 988, 51, 42]","[12, 369, 10, 2, 249, 29, 140, 189, 254, 68, 56, 0, 246, 0, 28, 15, 3, 145, 446, 4, 87, 263, 123, 26, 89, 180, 0, 94, 173, 1550, 26, 63]",True,False
