scope,key,modality,rank,assignment_count,expert
request_layer,tui_model_selection:L42,vision,,82,6.0
request_layer,tui_model_selection:L42,vision,,28,7.0
request_layer,tui_model_selection:L42,vision,,209,8.0
request_layer,tui_model_selection:L42,vision,,201,9.0
request_layer,tui_model_selection:L42,vision,,23,10.0
request_layer,tui_model_selection:L42,vision,,0,11.0
request_layer,tui_model_selection:L42,vision,,12,12.0
request_layer,tui_model_selection:L42,vision,,0,13.0
request_layer,tui_model_selection:L42,vision,,38,14.0
request_layer,tui_model_selection:L42,vision,,222,15.0
request_layer,tui_model_selection:L42,vision,,19,16.0
request_layer,tui_model_selection:L42,vision,,176,17.0
request_layer,tui_model_selection:L42,vision,,9,18.0
request_layer,tui_model_selection:L42,vision,,33,19.0
request_layer,tui_model_selection:L42,vision,,59,20.0
request_layer,tui_model_selection:L42,vision,,72,21.0
request_layer,tui_model_selection:L42,vision,,6,22.0
request_layer,tui_model_selection:L42,vision,,8,23.0
request_layer,tui_model_selection:L42,vision,,56,24.0
request_layer,tui_model_selection:L42,vision,,140,25.0
request_layer,tui_model_selection:L42,vision,,0,26.0
request_layer,tui_model_selection:L42,vision,,83,27.0
request_layer,tui_model_selection:L42,vision,,219,28.0
request_layer,tui_model_selection:L42,vision,,318,29.0
request_layer,tui_model_selection:L42,vision,,21,30.0
request_layer,tui_model_selection:L42,vision,,19,31.0
request_layer,tui_model_selection:L42,vision,,80,32.0
request_layer,tui_model_selection:L42,vision,,148,33.0
request_layer,tui_model_selection:L42,vision,,166,34.0
request_layer,tui_model_selection:L42,vision,,23,35.0
request_layer,tui_model_selection:L42,vision,,70,36.0
request_layer,tui_model_selection:L42,vision,,27,37.0
request_layer,tui_model_selection:L42,vision,,42,38.0
request_layer,tui_model_selection:L42,vision,,104,39.0
request_layer,tui_model_selection:L42,vision,,81,40.0
request_layer,tui_model_selection:L42,vision,,42,41.0
request_layer,tui_model_selection:L42,vision,,129,42.0
request_layer,tui_model_selection:L42,vision,,63,43.0
request_layer,tui_model_selection:L42,vision,,438,44.0
request_layer,tui_model_selection:L42,vision,,243,45.0
request_layer,tui_model_selection:L42,vision,,21,46.0
request_layer,tui_model_selection:L42,vision,,170,47.0
request_layer,tui_model_selection:L42,vision,,192,48.0
request_layer,tui_model_selection:L42,vision,,31,49.0
request_layer,tui_model_selection:L42,vision,,176,50.0
request_layer,tui_model_selection:L42,vision,,0,51.0
request_layer,tui_model_selection:L42,vision,,36,52.0
request_layer,tui_model_selection:L42,vision,,13,53.0
request_layer,tui_model_selection:L42,vision,,99,54.0
request_layer,tui_model_selection:L42,vision,,37,55.0
request_layer,tui_model_selection:L42,vision,,173,56.0
request_layer,tui_model_selection:L42,vision,,15,57.0
request_layer,tui_model_selection:L42,vision,,168,58.0
request_layer,tui_model_selection:L42,vision,,81,59.0
request_layer,tui_model_selection:L42,vision,,57,60.0
request_layer,tui_model_selection:L42,vision,,56,61.0
request_layer,tui_model_selection:L42,vision,,48,62.0
request_layer,tui_model_selection:L42,vision,,66,63.0
request_layer,tui_model_selection:L42,vision,,54,64.0
request_layer,tui_model_selection:L42,vision,,34,65.0
request_layer,tui_model_selection:L42,vision,,186,66.0
request_layer,tui_model_selection:L42,vision,,21,67.0
request_layer,tui_model_selection:L42,vision,,3,68.0
request_layer,tui_model_selection:L42,vision,,53,69.0
request_layer,tui_model_selection:L42,vision,,250,70.0
request_layer,tui_model_selection:L42,vision,,25,71.0
request_layer,tui_model_selection:L42,vision,,16,72.0
request_layer,tui_model_selection:L42,vision,,24,73.0
request_layer,tui_model_selection:L42,vision,,4,74.0
request_layer,tui_model_selection:L42,vision,,28,75.0
request_layer,tui_model_selection:L42,vision,,157,76.0
request_layer,tui_model_selection:L42,vision,,96,77.0
request_layer,tui_model_selection:L42,vision,,30,78.0
request_layer,tui_model_selection:L42,vision,,53,79.0
request_layer,tui_model_selection:L42,vision,,9,80.0
request_layer,tui_model_selection:L42,vision,,40,81.0
request_layer,tui_model_selection:L42,vision,,0,82.0
request_layer,tui_model_selection:L42,vision,,13,83.0
request_layer,tui_model_selection:L42,vision,,113,84.0
request_layer,tui_model_selection:L42,vision,,102,85.0
request_layer,tui_model_selection:L42,vision,,97,86.0
request_layer,tui_model_selection:L42,vision,,31,87.0
request_layer,tui_model_selection:L42,vision,,114,88.0
request_layer,tui_model_selection:L42,vision,,20,89.0
request_layer,tui_model_selection:L42,vision,,56,90.0
request_layer,tui_model_selection:L42,vision,,1,91.0
request_layer,tui_model_selection:L42,vision,,120,92.0
request_layer,tui_model_selection:L42,vision,,15,93.0
request_layer,tui_model_selection:L42,vision,,47,94.0
request_layer,tui_model_selection:L42,vision,,70,95.0
request_layer,tui_model_selection:L42,vision,,50,96.0
request_layer,tui_model_selection:L42,vision,,15,97.0
request_layer,tui_model_selection:L42,vision,,54,98.0
request_layer,tui_model_selection:L42,vision,,12,99.0
request_layer,tui_model_selection:L42,vision,,29,100.0
request_layer,tui_model_selection:L42,vision,,13,101.0
request_layer,tui_model_selection:L42,vision,,62,102.0
request_layer,tui_model_selection:L42,vision,,119,103.0
request_layer,tui_model_selection:L42,vision,,118,104.0
request_layer,tui_model_selection:L42,vision,,557,105.0
request_layer,tui_model_selection:L42,vision,,67,106.0
request_layer,tui_model_selection:L42,vision,,0,107.0
request_layer,tui_model_selection:L42,vision,,0,108.0
request_layer,tui_model_selection:L42,vision,,55,109.0
request_layer,tui_model_selection:L42,vision,,10,110.0
request_layer,tui_model_selection:L42,vision,,162,111.0
request_layer,tui_model_selection:L42,vision,,23,112.0
request_layer,tui_model_selection:L42,vision,,196,113.0
request_layer,tui_model_selection:L42,vision,,90,114.0
request_layer,tui_model_selection:L42,vision,,67,115.0
request_layer,tui_model_selection:L42,vision,,194,116.0
request_layer,tui_model_selection:L42,vision,,2,117.0
request_layer,tui_model_selection:L42,vision,,3,118.0
request_layer,tui_model_selection:L42,vision,,128,119.0
request_layer,tui_model_selection:L42,vision,,47,120.0
request_layer,tui_model_selection:L42,vision,,0,121.0
request_layer,tui_model_selection:L42,vision,,0,122.0
request_layer,tui_model_selection:L42,vision,,27,123.0
request_layer,tui_model_selection:L42,vision,,142,124.0
request_layer,tui_model_selection:L42,vision,,27,125.0
request_layer,tui_model_selection:L42,vision,,14,126.0
request_layer,tui_model_selection:L42,vision,,82,127.0
request_layer,tui_model_selection:L43,vision,0.0,2274,
request_layer,tui_model_selection:L43,vision,1.0,2191,
request_layer,tui_model_selection:L43,vision,2.0,3637,
request_layer,tui_model_selection:L43,vision,3.0,1938,
request_layer,tui_model_selection:L43,vision,,5,0.0
request_layer,tui_model_selection:L43,vision,,48,1.0
request_layer,tui_model_selection:L43,vision,,90,2.0
request_layer,tui_model_selection:L43,vision,,66,3.0
request_layer,tui_model_selection:L43,vision,,14,4.0
request_layer,tui_model_selection:L43,vision,,39,5.0
request_layer,tui_model_selection:L43,vision,,39,6.0
request_layer,tui_model_selection:L43,vision,,108,7.0
request_layer,tui_model_selection:L43,vision,,27,8.0
request_layer,tui_model_selection:L43,vision,,104,9.0
request_layer,tui_model_selection:L43,vision,,65,10.0
request_layer,tui_model_selection:L43,vision,,47,11.0
request_layer,tui_model_selection:L43,vision,,45,12.0
request_layer,tui_model_selection:L43,vision,,3,13.0
request_layer,tui_model_selection:L43,vision,,4,14.0
request_layer,tui_model_selection:L43,vision,,134,15.0
request_layer,tui_model_selection:L43,vision,,66,16.0
request_layer,tui_model_selection:L43,vision,,4,17.0
request_layer,tui_model_selection:L43,vision,,189,18.0
request_layer,tui_model_selection:L43,vision,,17,19.0
request_layer,tui_model_selection:L43,vision,,329,20.0
request_layer,tui_model_selection:L43,vision,,35,21.0
request_layer,tui_model_selection:L43,vision,,5,22.0
request_layer,tui_model_selection:L43,vision,,1,23.0
request_layer,tui_model_selection:L43,vision,,110,24.0
request_layer,tui_model_selection:L43,vision,,315,25.0
request_layer,tui_model_selection:L43,vision,,15,26.0
request_layer,tui_model_selection:L43,vision,,35,27.0
request_layer,tui_model_selection:L43,vision,,90,28.0
request_layer,tui_model_selection:L43,vision,,71,29.0
request_layer,tui_model_selection:L43,vision,,88,30.0
request_layer,tui_model_selection:L43,vision,,66,31.0
request_layer,tui_model_selection:L43,vision,,58,32.0
request_layer,tui_model_selection:L43,vision,,3,33.0
request_layer,tui_model_selection:L43,vision,,47,34.0
request_layer,tui_model_selection:L43,vision,,94,35.0
request_layer,tui_model_selection:L43,vision,,12,36.0
request_layer,tui_model_selection:L43,vision,,54,37.0
request_layer,tui_model_selection:L43,vision,,71,38.0
request_layer,tui_model_selection:L43,vision,,106,39.0
request_layer,tui_model_selection:L43,vision,,165,40.0
request_layer,tui_model_selection:L43,vision,,204,41.0
request_layer,tui_model_selection:L43,vision,,17,42.0
request_layer,tui_model_selection:L43,vision,,2,43.0
request_layer,tui_model_selection:L43,vision,,54,44.0
request_layer,tui_model_selection:L43,vision,,284,45.0
request_layer,tui_model_selection:L43,vision,,41,46.0
request_layer,tui_model_selection:L43,vision,,15,47.0
request_layer,tui_model_selection:L43,vision,,62,48.0
request_layer,tui_model_selection:L43,vision,,29,49.0
request_layer,tui_model_selection:L43,vision,,72,50.0
request_layer,tui_model_selection:L43,vision,,78,51.0
request_layer,tui_model_selection:L43,vision,,51,52.0
request_layer,tui_model_selection:L43,vision,,36,53.0
request_layer,tui_model_selection:L43,vision,,101,54.0
request_layer,tui_model_selection:L43,vision,,82,55.0
request_layer,tui_model_selection:L43,vision,,56,56.0
request_layer,tui_model_selection:L43,vision,,167,57.0
request_layer,tui_model_selection:L43,vision,,21,58.0
request_layer,tui_model_selection:L43,vision,,8,59.0
request_layer,tui_model_selection:L43,vision,,32,60.0
request_layer,tui_model_selection:L43,vision,,133,61.0
request_layer,tui_model_selection:L43,vision,,36,62.0
request_layer,tui_model_selection:L43,vision,,0,63.0
request_layer,tui_model_selection:L43,vision,,0,64.0
request_layer,tui_model_selection:L43,vision,,69,65.0
request_layer,tui_model_selection:L43,vision,,0,66.0
request_layer,tui_model_selection:L43,vision,,220,67.0
request_layer,tui_model_selection:L43,vision,,83,68.0
request_layer,tui_model_selection:L43,vision,,111,69.0
request_layer,tui_model_selection:L43,vision,,13,70.0
request_layer,tui_model_selection:L43,vision,,87,71.0
request_layer,tui_model_selection:L43,vision,,127,72.0
request_layer,tui_model_selection:L43,vision,,445,73.0
request_layer,tui_model_selection:L43,vision,,195,74.0
request_layer,tui_model_selection:L43,vision,,99,75.0
request_layer,tui_model_selection:L43,vision,,0,76.0
request_layer,tui_model_selection:L43,vision,,14,77.0
request_layer,tui_model_selection:L43,vision,,132,78.0
request_layer,tui_model_selection:L43,vision,,48,79.0
request_layer,tui_model_selection:L43,vision,,147,80.0
request_layer,tui_model_selection:L43,vision,,11,81.0
request_layer,tui_model_selection:L43,vision,,262,82.0
request_layer,tui_model_selection:L43,vision,,47,83.0
request_layer,tui_model_selection:L43,vision,,150,84.0
request_layer,tui_model_selection:L43,vision,,116,85.0
request_layer,tui_model_selection:L43,vision,,314,86.0
request_layer,tui_model_selection:L43,vision,,22,87.0
request_layer,tui_model_selection:L43,vision,,7,88.0
request_layer,tui_model_selection:L43,vision,,447,89.0
request_layer,tui_model_selection:L43,vision,,148,90.0
request_layer,tui_model_selection:L43,vision,,87,91.0
request_layer,tui_model_selection:L43,vision,,96,92.0
request_layer,tui_model_selection:L43,vision,,11,93.0
request_layer,tui_model_selection:L43,vision,,97,94.0
request_layer,tui_model_selection:L43,vision,,32,95.0
request_layer,tui_model_selection:L43,vision,,54,96.0
request_layer,tui_model_selection:L43,vision,,3,97.0
request_layer,tui_model_selection:L43,vision,,62,98.0
request_layer,tui_model_selection:L43,vision,,177,99.0
request_layer,tui_model_selection:L43,vision,,17,100.0
request_layer,tui_model_selection:L43,vision,,103,101.0
request_layer,tui_model_selection:L43,vision,,47,102.0
request_layer,tui_model_selection:L43,vision,,0,103.0
request_layer,tui_model_selection:L43,vision,,27,104.0
request_layer,tui_model_selection:L43,vision,,61,105.0
request_layer,tui_model_selection:L43,vision,,109,106.0
request_layer,tui_model_selection:L43,vision,,167,107.0
request_layer,tui_model_selection:L43,vision,,56,108.0
request_layer,tui_model_selection:L43,vision,,0,109.0
request_layer,tui_model_selection:L43,vision,,211,110.0
request_layer,tui_model_selection:L43,vision,,120,111.0
request_layer,tui_model_selection:L43,vision,,31,112.0
request_layer,tui_model_selection:L43,vision,,8,113.0
request_layer,tui_model_selection:L43,vision,,0,114.0
request_layer,tui_model_selection:L43,vision,,12,115.0
request_layer,tui_model_selection:L43,vision,,0,116.0
request_layer,tui_model_selection:L43,vision,,31,117.0
request_layer,tui_model_selection:L43,vision,,39,118.0
request_layer,tui_model_selection:L43,vision,,118,119.0
request_layer,tui_model_selection:L43,vision,,13,120.0
request_layer,tui_model_selection:L43,vision,,9,121.0
request_layer,tui_model_selection:L43,vision,,54,122.0
request_layer,tui_model_selection:L43,vision,,91,123.0
request_layer,tui_model_selection:L43,vision,,108,124.0
request_layer,tui_model_selection:L43,vision,,42,125.0
request_layer,tui_model_selection:L43,vision,,74,126.0
request_layer,tui_model_selection:L43,vision,,94,127.0
request_layer,tui_model_selection:L44,vision,0.0,2690,
request_layer,tui_model_selection:L44,vision,1.0,2491,
request_layer,tui_model_selection:L44,vision,2.0,2327,
request_layer,tui_model_selection:L44,vision,3.0,2532,
request_layer,tui_model_selection:L44,vision,,9,0.0
request_layer,tui_model_selection:L44,vision,,48,1.0
request_layer,tui_model_selection:L44,vision,,67,2.0
request_layer,tui_model_selection:L44,vision,,25,3.0
request_layer,tui_model_selection:L44,vision,,37,4.0
request_layer,tui_model_selection:L44,vision,,152,5.0
request_layer,tui_model_selection:L44,vision,,21,6.0
request_layer,tui_model_selection:L44,vision,,82,7.0
request_layer,tui_model_selection:L44,vision,,136,8.0
request_layer,tui_model_selection:L44,vision,,29,9.0
request_layer,tui_model_selection:L44,vision,,18,10.0
request_layer,tui_model_selection:L44,vision,,184,11.0
request_layer,tui_model_selection:L44,vision,,68,12.0
request_layer,tui_model_selection:L44,vision,,39,13.0
request_layer,tui_model_selection:L44,vision,,52,14.0
request_layer,tui_model_selection:L44,vision,,101,15.0
request_layer,tui_model_selection:L44,vision,,151,16.0
request_layer,tui_model_selection:L44,vision,,23,17.0
request_layer,tui_model_selection:L44,vision,,119,18.0
request_layer,tui_model_selection:L44,vision,,86,19.0
request_layer,tui_model_selection:L44,vision,,11,20.0
request_layer,tui_model_selection:L44,vision,,145,21.0
request_layer,tui_model_selection:L44,vision,,9,22.0
request_layer,tui_model_selection:L44,vision,,297,23.0
request_layer,tui_model_selection:L44,vision,,77,24.0
request_layer,tui_model_selection:L44,vision,,117,25.0
request_layer,tui_model_selection:L44,vision,,79,26.0
request_layer,tui_model_selection:L44,vision,,35,27.0
request_layer,tui_model_selection:L44,vision,,301,28.0
request_layer,tui_model_selection:L44,vision,,54,29.0
request_layer,tui_model_selection:L44,vision,,26,30.0
request_layer,tui_model_selection:L44,vision,,92,31.0
request_layer,tui_model_selection:L44,vision,,127,32.0
request_layer,tui_model_selection:L44,vision,,51,33.0
request_layer,tui_model_selection:L44,vision,,139,34.0
request_layer,tui_model_selection:L44,vision,,70,35.0
request_layer,tui_model_selection:L44,vision,,249,36.0
request_layer,tui_model_selection:L44,vision,,36,37.0
request_layer,tui_model_selection:L44,vision,,26,38.0
request_layer,tui_model_selection:L44,vision,,95,39.0
request_layer,tui_model_selection:L44,vision,,12,40.0
request_layer,tui_model_selection:L44,vision,,108,41.0
request_layer,tui_model_selection:L44,vision,,179,42.0
request_layer,tui_model_selection:L44,vision,,53,43.0
request_layer,tui_model_selection:L44,vision,,18,44.0
request_layer,tui_model_selection:L44,vision,,14,45.0
request_layer,tui_model_selection:L44,vision,,1,46.0
request_layer,tui_model_selection:L44,vision,,40,47.0
request_layer,tui_model_selection:L44,vision,,12,48.0
request_layer,tui_model_selection:L44,vision,,273,49.0
request_layer,tui_model_selection:L44,vision,,179,50.0
request_layer,tui_model_selection:L44,vision,,128,51.0
request_layer,tui_model_selection:L44,vision,,125,52.0
request_layer,tui_model_selection:L44,vision,,24,53.0
request_layer,tui_model_selection:L44,vision,,20,54.0
request_layer,tui_model_selection:L44,vision,,108,55.0
request_layer,tui_model_selection:L44,vision,,49,56.0
request_layer,tui_model_selection:L44,vision,,25,57.0
request_layer,tui_model_selection:L44,vision,,12,58.0
request_layer,tui_model_selection:L44,vision,,44,59.0
request_layer,tui_model_selection:L44,vision,,83,60.0
request_layer,tui_model_selection:L44,vision,,29,61.0
request_layer,tui_model_selection:L44,vision,,131,62.0
request_layer,tui_model_selection:L44,vision,,31,63.0
request_layer,tui_model_selection:L44,vision,,89,64.0
request_layer,tui_model_selection:L44,vision,,25,65.0
request_layer,tui_model_selection:L44,vision,,53,66.0
request_layer,tui_model_selection:L44,vision,,56,67.0
request_layer,tui_model_selection:L44,vision,,72,68.0
request_layer,tui_model_selection:L44,vision,,36,69.0
request_layer,tui_model_selection:L44,vision,,399,70.0
request_layer,tui_model_selection:L44,vision,,20,71.0
request_layer,tui_model_selection:L44,vision,,51,72.0
request_layer,tui_model_selection:L44,vision,,51,73.0
request_layer,tui_model_selection:L44,vision,,2,74.0
request_layer,tui_model_selection:L44,vision,,0,75.0
request_layer,tui_model_selection:L44,vision,,284,76.0
request_layer,tui_model_selection:L44,vision,,26,77.0
request_layer,tui_model_selection:L44,vision,,41,78.0
request_layer,tui_model_selection:L44,vision,,117,79.0
request_layer,tui_model_selection:L44,vision,,20,80.0
request_layer,tui_model_selection:L44,vision,,13,81.0
request_layer,tui_model_selection:L44,vision,,118,82.0
request_layer,tui_model_selection:L44,vision,,99,83.0
request_layer,tui_model_selection:L44,vision,,59,84.0
request_layer,tui_model_selection:L44,vision,,0,85.0
request_layer,tui_model_selection:L44,vision,,1,86.0
request_layer,tui_model_selection:L44,vision,,0,87.0
request_layer,tui_model_selection:L44,vision,,25,88.0
request_layer,tui_model_selection:L44,vision,,66,89.0
request_layer,tui_model_selection:L44,vision,,123,90.0
request_layer,tui_model_selection:L44,vision,,280,91.0
request_layer,tui_model_selection:L44,vision,,75,92.0
request_layer,tui_model_selection:L44,vision,,0,93.0
request_layer,tui_model_selection:L44,vision,,51,94.0
request_layer,tui_model_selection:L44,vision,,75,95.0
request_layer,tui_model_selection:L44,vision,,120,96.0
request_layer,tui_model_selection:L44,vision,,578,97.0
request_layer,tui_model_selection:L44,vision,,107,98.0
request_layer,tui_model_selection:L44,vision,,103,99.0
request_layer,tui_model_selection:L44,vision,,132,100.0
request_layer,tui_model_selection:L44,vision,,70,101.0
request_layer,tui_model_selection:L44,vision,,27,102.0
request_layer,tui_model_selection:L44,vision,,149,103.0
request_layer,tui_model_selection:L44,vision,,37,104.0
request_layer,tui_model_selection:L44,vision,,7,105.0
request_layer,tui_model_selection:L44,vision,,173,106.0
request_layer,tui_model_selection:L44,vision,,97,107.0
request_layer,tui_model_selection:L44,vision,,10,108.0
request_layer,tui_model_selection:L44,vision,,35,109.0
request_layer,tui_model_selection:L44,vision,,21,110.0
request_layer,tui_model_selection:L44,vision,,7,111.0
request_layer,tui_model_selection:L44,vision,,48,112.0
request_layer,tui_model_selection:L44,vision,,155,113.0
request_layer,tui_model_selection:L44,vision,,42,114.0
request_layer,tui_model_selection:L44,vision,,10,115.0
request_layer,tui_model_selection:L44,vision,,2,116.0
request_layer,tui_model_selection:L44,vision,,12,117.0
request_layer,tui_model_selection:L44,vision,,64,118.0
request_layer,tui_model_selection:L44,vision,,51,119.0
request_layer,tui_model_selection:L44,vision,,0,120.0
request_layer,tui_model_selection:L44,vision,,53,121.0
request_layer,tui_model_selection:L44,vision,,4,122.0
request_layer,tui_model_selection:L44,vision,,278,123.0
request_layer,tui_model_selection:L44,vision,,0,124.0
request_layer,tui_model_selection:L44,vision,,67,125.0
request_layer,tui_model_selection:L44,vision,,2,126.0
request_layer,tui_model_selection:L44,vision,,71,127.0
request_layer,tui_model_selection:L45,vision,0.0,2831,
request_layer,tui_model_selection:L45,vision,1.0,2576,
request_layer,tui_model_selection:L45,vision,2.0,2359,
request_layer,tui_model_selection:L45,vision,3.0,2274,
request_layer,tui_model_selection:L45,vision,,37,0.0
request_layer,tui_model_selection:L45,vision,,449,1.0
request_layer,tui_model_selection:L45,vision,,95,2.0
request_layer,tui_model_selection:L45,vision,,95,3.0
request_layer,tui_model_selection:L45,vision,,107,4.0
request_layer,tui_model_selection:L45,vision,,15,5.0
request_layer,tui_model_selection:L45,vision,,179,6.0
request_layer,tui_model_selection:L45,vision,,161,7.0
request_layer,tui_model_selection:L45,vision,,56,8.0
request_layer,tui_model_selection:L45,vision,,0,9.0
request_layer,tui_model_selection:L45,vision,,18,10.0
request_layer,tui_model_selection:L45,vision,,212,11.0
request_layer,tui_model_selection:L45,vision,,36,12.0
request_layer,tui_model_selection:L45,vision,,143,13.0
request_layer,tui_model_selection:L45,vision,,125,14.0
request_layer,tui_model_selection:L45,vision,,154,15.0
request_layer,tui_model_selection:L45,vision,,96,16.0
request_layer,tui_model_selection:L45,vision,,25,17.0
request_layer,tui_model_selection:L45,vision,,10,18.0
request_layer,tui_model_selection:L45,vision,,119,19.0
request_layer,tui_model_selection:L45,vision,,19,20.0
request_layer,tui_model_selection:L45,vision,,105,21.0
request_layer,tui_model_selection:L45,vision,,15,22.0
request_layer,tui_model_selection:L45,vision,,40,23.0
request_layer,tui_model_selection:L45,vision,,46,24.0
request_layer,tui_model_selection:L45,vision,,0,25.0
request_layer,tui_model_selection:L45,vision,,103,26.0
request_layer,tui_model_selection:L45,vision,,6,27.0
request_layer,tui_model_selection:L45,vision,,142,28.0
request_layer,tui_model_selection:L45,vision,,153,29.0
request_layer,tui_model_selection:L45,vision,,62,30.0
request_layer,tui_model_selection:L45,vision,,8,31.0
request_layer,tui_model_selection:L45,vision,,43,32.0
request_layer,tui_model_selection:L45,vision,,66,33.0
request_layer,tui_model_selection:L45,vision,,65,34.0
request_layer,tui_model_selection:L45,vision,,159,35.0
request_layer,tui_model_selection:L45,vision,,70,36.0
request_layer,tui_model_selection:L45,vision,,14,37.0
request_layer,tui_model_selection:L45,vision,,33,38.0
request_layer,tui_model_selection:L45,vision,,140,39.0
request_layer,tui_model_selection:L45,vision,,9,40.0
request_layer,tui_model_selection:L45,vision,,45,41.0
request_layer,tui_model_selection:L45,vision,,17,42.0
request_layer,tui_model_selection:L45,vision,,183,43.0
request_layer,tui_model_selection:L45,vision,,136,44.0
request_layer,tui_model_selection:L45,vision,,22,45.0
request_layer,tui_model_selection:L45,vision,,16,46.0
request_layer,tui_model_selection:L45,vision,,34,47.0
request_layer,tui_model_selection:L45,vision,,187,48.0
request_layer,tui_model_selection:L45,vision,,40,49.0
request_layer,tui_model_selection:L45,vision,,0,50.0
request_layer,tui_model_selection:L45,vision,,154,51.0
request_layer,tui_model_selection:L45,vision,,96,52.0
request_layer,tui_model_selection:L45,vision,,56,53.0
request_layer,tui_model_selection:L45,vision,,178,54.0
request_layer,tui_model_selection:L45,vision,,118,55.0
request_layer,tui_model_selection:L45,vision,,460,56.0
request_layer,tui_model_selection:L45,vision,,0,57.0
request_layer,tui_model_selection:L45,vision,,127,58.0
request_layer,tui_model_selection:L45,vision,,0,59.0
request_layer,tui_model_selection:L45,vision,,73,60.0
request_layer,tui_model_selection:L45,vision,,8,61.0
request_layer,tui_model_selection:L45,vision,,0,62.0
request_layer,tui_model_selection:L45,vision,,27,63.0
request_layer,tui_model_selection:L45,vision,,82,64.0
request_layer,tui_model_selection:L45,vision,,51,65.0
request_layer,tui_model_selection:L45,vision,,85,66.0
request_layer,tui_model_selection:L45,vision,,42,67.0
request_layer,tui_model_selection:L45,vision,,0,68.0
request_layer,tui_model_selection:L45,vision,,18,69.0
request_layer,tui_model_selection:L45,vision,,10,70.0
request_layer,tui_model_selection:L45,vision,,11,71.0
request_layer,tui_model_selection:L45,vision,,168,72.0
request_layer,tui_model_selection:L45,vision,,156,73.0
request_layer,tui_model_selection:L45,vision,,82,74.0
request_layer,tui_model_selection:L45,vision,,187,75.0
request_layer,tui_model_selection:L45,vision,,198,76.0
request_layer,tui_model_selection:L45,vision,,180,77.0
request_layer,tui_model_selection:L45,vision,,38,78.0
request_layer,tui_model_selection:L45,vision,,64,79.0
request_layer,tui_model_selection:L45,vision,,8,80.0
request_layer,tui_model_selection:L45,vision,,24,81.0
request_layer,tui_model_selection:L45,vision,,52,82.0
request_layer,tui_model_selection:L45,vision,,64,83.0
request_layer,tui_model_selection:L45,vision,,81,84.0
request_layer,tui_model_selection:L45,vision,,90,85.0
request_layer,tui_model_selection:L45,vision,,103,86.0
request_layer,tui_model_selection:L45,vision,,11,87.0
request_layer,tui_model_selection:L45,vision,,115,88.0
request_layer,tui_model_selection:L45,vision,,17,89.0
request_layer,tui_model_selection:L45,vision,,62,90.0
request_layer,tui_model_selection:L45,vision,,2,91.0
request_layer,tui_model_selection:L45,vision,,50,92.0
request_layer,tui_model_selection:L45,vision,,101,93.0
request_layer,tui_model_selection:L45,vision,,62,94.0
request_layer,tui_model_selection:L45,vision,,145,95.0
request_layer,tui_model_selection:L45,vision,,0,96.0
request_layer,tui_model_selection:L45,vision,,8,97.0
request_layer,tui_model_selection:L45,vision,,121,98.0
request_layer,tui_model_selection:L45,vision,,20,99.0
request_layer,tui_model_selection:L45,vision,,77,100.0
request_layer,tui_model_selection:L45,vision,,24,101.0
request_layer,tui_model_selection:L45,vision,,56,102.0
request_layer,tui_model_selection:L45,vision,,43,103.0
request_layer,tui_model_selection:L45,vision,,89,104.0
request_layer,tui_model_selection:L45,vision,,86,105.0
request_layer,tui_model_selection:L45,vision,,6,106.0
request_layer,tui_model_selection:L45,vision,,155,107.0
request_layer,tui_model_selection:L45,vision,,17,108.0
request_layer,tui_model_selection:L45,vision,,211,109.0
request_layer,tui_model_selection:L45,vision,,89,110.0
request_layer,tui_model_selection:L45,vision,,29,111.0
request_layer,tui_model_selection:L45,vision,,16,112.0
request_layer,tui_model_selection:L45,vision,,87,113.0
request_layer,tui_model_selection:L45,vision,,28,114.0
request_layer,tui_model_selection:L45,vision,,131,115.0
request_layer,tui_model_selection:L45,vision,,98,116.0
request_layer,tui_model_selection:L45,vision,,75,117.0
request_layer,tui_model_selection:L45,vision,,140,118.0
request_layer,tui_model_selection:L45,vision,,148,119.0
request_layer,tui_model_selection:L45,vision,,22,120.0
request_layer,tui_model_selection:L45,vision,,81,121.0
request_layer,tui_model_selection:L45,vision,,0,122.0
request_layer,tui_model_selection:L45,vision,,15,123.0
request_layer,tui_model_selection:L45,vision,,155,124.0
request_layer,tui_model_selection:L45,vision,,95,125.0
request_layer,tui_model_selection:L45,vision,,97,126.0
request_layer,tui_model_selection:L45,vision,,55,127.0
request_layer,tui_model_selection:L46,vision,0.0,3680,
request_layer,tui_model_selection:L46,vision,1.0,2246,
request_layer,tui_model_selection:L46,vision,2.0,2196,
request_layer,tui_model_selection:L46,vision,3.0,1918,
request_layer,tui_model_selection:L46,vision,,50,0.0
request_layer,tui_model_selection:L46,vision,,28,1.0
request_layer,tui_model_selection:L46,vision,,365,2.0
request_layer,tui_model_selection:L46,vision,,301,3.0
request_layer,tui_model_selection:L46,vision,,302,4.0
request_layer,tui_model_selection:L46,vision,,134,5.0
request_layer,tui_model_selection:L46,vision,,194,6.0
request_layer,tui_model_selection:L46,vision,,26,7.0
request_layer,tui_model_selection:L46,vision,,22,8.0
request_layer,tui_model_selection:L46,vision,,53,9.0
request_layer,tui_model_selection:L46,vision,,56,10.0
request_layer,tui_model_selection:L46,vision,,53,11.0
request_layer,tui_model_selection:L46,vision,,3,12.0
request_layer,tui_model_selection:L46,vision,,146,13.0
request_layer,tui_model_selection:L46,vision,,128,14.0
